id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
11372,Viman Nagar,604,1,1,2009,0,4787272
11373,Koregaon Park,542,1,1,1999,0,6035759
11374,Kalyani Nagar,1066,2,2,2020,1,11191332
11375,Kalyani Nagar,2804,5,5,2015,1,28039968
11376,Pimpri-Chinchwad,2575,4,3,1993,1,14882789
11377,Kalyani Nagar,719,1,1,2002,1,7170595
11378,Koregaon Park,995,2,2,1994,1,10548244
11379,Kalyani Nagar,2565,4,4,2012,1,27092325
11380,Viman Nagar,850,2,2,2002,1,7404462
11381,Pimpri-Chinchwad,2141,4,4,2001,1,13336413
11382,Pimpri-Chinchwad,1017,2,2,1992,1,6005062
11383,Hinjewadi,928,2,2,2015,1,5717381
11384,Hinjewadi,630,1,2,2021,1,3992051
11385,Kalyani Nagar,1407,3,3,2024,1,15010679
11386,Hinjewadi,518,1,1,2008,1,3116816
11387,Viman Nagar,3165,5,5,2009,1,24732668
11388,Pimpri-Chinchwad,552,1,2,2021,1,4266971
11389,Koregaon Park,872,2,2,1997,1,10497053
11390,Pimpri-Chinchwad,612,1,1,2026,0,4280627
11391,Koregaon Park,3747,5,4,2001,1,41904426
11392,Koregaon Park,661,1,1,2002,0,7423540
11393,Koregaon Park,3453,5,5,2013,1,42620600
11394,Viman Nagar,3681,5,4,2012,1,30666604
11395,Koregaon Park,605,1,2,1992,0,6540548
11396,Hinjewadi,1627,3,3,1998,1,9181652
11397,Viman Nagar,2011,4,4,1991,1,14647696
11398,Hinjewadi,3224,5,5,1990,1,15628336
11399,Kalyani Nagar,2161,4,4,2021,1,23813010
11400,Hinjewadi,3683,5,4,2013,1,20977712
11401,Kalyani Nagar,860,2,2,2015,1,8854616
11402,Pimpri-Chinchwad,3992,5,5,2014,0,24958356
11403,Hinjewadi,646,1,2,1990,0,3446009
11404,Viman Nagar,2740,5,5,2004,1,22945928
11405,Viman Nagar,1347,3,2,2022,0,12432610
11406,Viman Nagar,3908,5,5,2010,1,31550134
11407,Hinjewadi,852,2,2,2009,1,5110618
11408,Koregaon Park,628,1,1,2000,0,7166094
11409,Koregaon Park,1460,3,2,2001,1,17456601
11410,Viman Nagar,650,1,1,2006,1,5484003
11411,Koregaon Park,4191,5,5,2015,1,51854541
11412,Viman Nagar,3439,5,5,2025,1,30587818
11413,Pimpri-Chinchwad,1488,3,3,1991,1,9206538
11414,Koregaon Park,2816,5,5,1999,1,30962221
11415,Pimpri-Chinchwad,2368,4,3,2002,1,13902878
11416,Kalyani Nagar,1399,3,3,2002,0,13530859
11417,Viman Nagar,1211,3,3,2004,1,10532091
11418,Kalyani Nagar,1680,3,2,2006,0,16374461
11419,Koregaon Park,3379,5,5,1992,1,35281743
11420,Viman Nagar,687,1,1,1990,0,5091523
11421,Hinjewadi,949,2,2,1997,1,5490298
11422,Hinjewadi,2547,4,4,2017,1,14798376
11423,Hinjewadi,4140,5,5,2024,1,22989202
11424,Pimpri-Chinchwad,597,1,2,1993,0,3483311
11425,Koregaon Park,3357,5,5,1996,1,37285275
11426,Pimpri-Chinchwad,3683,5,4,1991,1,21242800
11427,Koregaon Park,603,1,2,2004,0,7323540
11428,Hinjewadi,2420,4,3,1996,1,12660324
11429,Hinjewadi,1500,3,3,2020,1,9056515
11430,Kalyani Nagar,2393,4,3,2014,1,23706111
11431,Viman Nagar,666,1,2,1991,1,5138331
11432,Kalyani Nagar,1461,3,3,1994,0,13210492
11433,Koregaon Park,1339,3,2,2005,1,16060226
11434,Pimpri-Chinchwad,536,1,2,2000,1,3504183
11435,Kalyani Nagar,2401,4,3,1998,1,22857679
11436,Viman Nagar,629,1,2,2018,0,5594702
11437,Pimpri-Chinchwad,1355,3,3,2023,1,9810341
11438,Koregaon Park,3947,5,5,2014,1,45081950
11439,Kalyani Nagar,578,1,1,2022,0,6173851
11440,Koregaon Park,1315,3,2,1994,1,14467573
11441,Hinjewadi,1492,3,3,1994,1,8212945
11442,Koregaon Park,880,2,2,2012,1,11501724
11443,Koregaon Park,1150,2,2,1995,0,13057492
11444,Koregaon Park,1111,2,2,1995,0,12516449
11445,Hinjewadi,4110,5,4,2023,1,24114884
11446,Pimpri-Chinchwad,1677,3,3,2017,0,11417573
11447,Viman Nagar,1235,3,3,1999,1,9763741
11448,Pimpri-Chinchwad,4193,5,5,2010,1,25088303
11449,Pimpri-Chinchwad,693,1,2,2010,0,4355322
11450,Pimpri-Chinchwad,1520,3,2,2025,0,10710007
11451,Pimpri-Chinchwad,3187,5,5,2007,1,19866619
11452,Viman Nagar,1051,2,2,2018,1,9394246
11453,Koregaon Park,3349,5,4,2024,1,42719481
11454,Viman Nagar,3784,5,5,2022,0,32709237
11455,Koregaon Park,2228,4,4,2006,1,25856850
11456,Hinjewadi,599,1,1,2004,0,3346653
11457,Koregaon Park,2147,4,3,1997,1,23674486
11458,Koregaon Park,1124,2,2,2007,0,13493530
11459,Koregaon Park,3287,5,5,2022,1,43338577
11460,Hinjewadi,3235,5,5,1990,1,15867613
11461,Kalyani Nagar,1805,4,4,2021,1,19238224
11462,Pimpri-Chinchwad,1438,3,3,2019,1,10079962
11463,Pimpri-Chinchwad,596,1,1,1995,0,3347909
11464,Hinjewadi,2544,4,3,2024,1,14746743
11465,Pimpri-Chinchwad,1289,3,2,2024,1,8870908
11466,Kalyani Nagar,2593,4,4,2023,1,26534149
11467,Hinjewadi,1644,3,3,2015,1,10154259
11468,Koregaon Park,518,1,2,2003,0,6069630
11469,Pimpri-Chinchwad,2259,4,4,2010,1,14222931
11470,Viman Nagar,725,1,2,2019,1,6322050
11471,Viman Nagar,3160,5,4,2010,1,26303402
11472,Hinjewadi,1339,3,2,2022,1,8559451
11473,Koregaon Park,1371,3,3,2017,1,16914714
11474,Koregaon Park,1130,2,2,2024,1,14109801
11475,Koregaon Park,1864,4,4,2026,1,23516996
11476,Koregaon Park,2569,4,3,2001,1,28713180
11477,Hinjewadi,2485,4,3,1992,0,11990901
11478,Viman Nagar,1400,3,3,2021,1,13100463
11479,Viman Nagar,1512,3,3,2024,0,13702429
11480,Kalyani Nagar,3199,5,4,1992,1,27689446
11481,Viman Nagar,2453,4,3,1991,1,17134983
11482,Kalyani Nagar,1206,3,2,2016,1,12650961
11483,Hinjewadi,1238,3,2,2000,1,6792325
11484,Koregaon Park,1223,3,3,1993,1,14228700
11485,Hinjewadi,585,1,2,2008,1,3411224
11486,Koregaon Park,706,1,1,1990,0,7057122
11487,Viman Nagar,4093,5,4,2020,1,33278022
11488,Koregaon Park,958,2,2,2014,1,12519706
11489,Kalyani Nagar,566,1,2,2010,0,5908423
11490,Viman Nagar,631,1,1,2025,1,5800764
11491,Koregaon Park,3002,5,5,2019,1,39157264
11492,Koregaon Park,1214,3,3,2000,1,14254325
11493,Koregaon Park,1149,2,2,2013,0,14470601
11494,Pimpri-Chinchwad,513,1,2,1997,0,3228630
11495,Viman Nagar,1945,4,4,2024,0,16605480
11496,Kalyani Nagar,549,1,2,2016,0,5915488
11497,Hinjewadi,2334,4,4,2005,1,12825218
11498,Pimpri-Chinchwad,1888,4,4,2001,1,12066021
11499,Koregaon Park,1676,3,3,1992,0,17058149
11500,Hinjewadi,696,1,2,1994,0,3448985
11501,Viman Nagar,1406,3,2,1990,1,10189460
11502,Koregaon Park,4192,5,5,2000,1,45030333
11503,Kalyani Nagar,1827,4,3,2004,1,18591559
11504,Viman Nagar,3984,5,4,1992,1,29638110
11505,Hinjewadi,1256,3,2,2016,0,7705582
11506,Koregaon Park,2842,5,5,2004,1,33333013
11507,Pimpri-Chinchwad,4134,5,5,2011,1,26372926
11508,Kalyani Nagar,505,1,2,1990,1,4673888
11509,Viman Nagar,1628,3,3,2024,1,14342532
11510,Koregaon Park,2253,4,4,1992,1,24656459
11511,Kalyani Nagar,660,1,1,2013,0,6444350
11512,Kalyani Nagar,575,1,2,2015,0,6007574
11513,Kalyani Nagar,2276,4,3,2004,1,22269263
11514,Hinjewadi,1634,3,2,2026,1,9942880
11515,Hinjewadi,2900,5,5,2022,1,18240832
11516,Viman Nagar,2197,4,3,2009,1,18301245
11517,Pimpri-Chinchwad,1850,4,3,2009,1,11491947
11518,Pimpri-Chinchwad,1582,3,3,2006,1,10487644
11519,Hinjewadi,2164,4,4,2009,1,12829767
11520,Pimpri-Chinchwad,700,1,1,2006,1,4399390
11521,Koregaon Park,806,2,2,2006,0,9229583
11522,Hinjewadi,836,2,2,2021,1,5589323
11523,Koregaon Park,1076,2,2,2006,1,12159439
11524,Hinjewadi,3678,5,4,2024,1,22390623
11525,Kalyani Nagar,3431,5,4,2011,1,35574844
11526,Hinjewadi,817,2,2,2013,1,5379907
11527,Pimpri-Chinchwad,1019,2,2,2026,0,7102436
11528,Hinjewadi,1996,4,4,1994,1,10301460
11529,Hinjewadi,933,2,2,2024,1,6292189
11530,Kalyani Nagar,2098,4,4,2007,1,21923520
11531,Pimpri-Chinchwad,1445,3,2,2020,1,10056586
11532,Hinjewadi,1894,4,4,1990,1,10184204
11533,Hinjewadi,1656,3,2,1991,0,7906898
11534,Viman Nagar,3208,5,5,1998,1,25210658
11535,Viman Nagar,1539,3,2,2026,1,13697415
11536,Pimpri-Chinchwad,1306,3,2,2006,1,8183217
11537,Kalyani Nagar,669,1,1,1997,0,6254683
11538,Koregaon Park,1279,3,2,2004,1,15000975
11539,Hinjewadi,1364,3,2,2020,1,8378896
11540,Koregaon Park,1522,3,2,2010,1,18779446
11541,Viman Nagar,2277,4,3,2016,1,19212527
11542,Kalyani Nagar,1471,3,3,1995,0,13684035
11543,Pimpri-Chinchwad,1054,2,2,2016,1,6918305
11544,Koregaon Park,530,1,2,2001,0,6272189
11545,Pimpri-Chinchwad,2726,5,4,2023,1,19292457
11546,Viman Nagar,703,1,2,1995,0,5081445
11547,Viman Nagar,562,1,1,2007,1,4978469
11548,Hinjewadi,735,1,1,2003,0,3909789
11549,Koregaon Park,1298,3,3,2014,1,16465179
11550,Koregaon Park,1098,2,2,2008,1,13723728
11551,Hinjewadi,4194,5,5,2000,0,21171759
11552,Pimpri-Chinchwad,1681,3,2,1991,1,9691853
11553,Hinjewadi,1360,3,2,2016,1,8353579
11554,Hinjewadi,1805,4,4,2016,1,11278461
11555,Kalyani Nagar,3556,5,4,2001,1,35012847
11556,Koregaon Park,2846,5,5,1990,1,31193426
11557,Hinjewadi,2299,4,3,2006,1,12130072
11558,Pimpri-Chinchwad,1085,2,2,2006,1,7232471
11559,Viman Nagar,842,2,2,2012,1,7427737
11560,Pimpri-Chinchwad,1579,3,2,1990,1,9107273
11561,Pimpri-Chinchwad,1365,3,3,2026,1,9838411
11562,Hinjewadi,581,1,2,2017,0,3403513
11563,Kalyani Nagar,839,2,2,2002,0,8136153
11564,Hinjewadi,3806,5,5,2023,1,21746620
11565,Pimpri-Chinchwad,2729,5,5,2018,1,18998639
11566,Viman Nagar,643,1,1,2016,0,5175110
11567,Pimpri-Chinchwad,706,1,2,2020,1,4832079
11568,Hinjewadi,911,2,2,2012,0,5384178
11569,Pimpri-Chinchwad,1948,4,3,2009,1,12857324
11570,Kalyani Nagar,1392,3,3,2011,1,14679840
11571,Hinjewadi,1557,3,3,2017,1,9099991
11572,Pimpri-Chinchwad,510,1,2,2008,0,3421134
11573,Kalyani Nagar,621,1,1,2022,0,6365826
11574,Kalyani Nagar,2115,4,3,2008,1,21415340
11575,Koregaon Park,960,2,2,1997,0,10834856
11576,Kalyani Nagar,1528,3,2,1996,1,14644868
11577,Viman Nagar,967,2,2,1994,1,7407393
11578,Pimpri-Chinchwad,3716,5,5,1999,1,21824822
11579,Hinjewadi,949,2,2,2013,1,5965138
11580,Koregaon Park,2134,4,4,2002,1,25595506
11581,Viman Nagar,1873,4,3,2018,1,16024358
11582,Kalyani Nagar,1298,3,2,1994,1,12475715
11583,Kalyani Nagar,2552,4,4,2012,1,25456771
11584,Viman Nagar,3657,5,5,2008,1,27950225
11585,Kalyani Nagar,1258,3,2,2012,1,12755756
11586,Hinjewadi,3323,5,4,2002,1,17763950
11587,Kalyani Nagar,3125,5,5,2011,1,30444041
11588,Viman Nagar,3088,5,4,1998,1,24018704
11589,Hinjewadi,748,1,1,2018,1,4301886
11590,Kalyani Nagar,2337,4,4,1992,1,22271309
11591,Pimpri-Chinchwad,1557,3,2,1990,1,8591322
11592,Kalyani Nagar,4189,5,5,1991,1,37551163
11593,Hinjewadi,710,1,2,2025,1,4700814
11594,Pimpri-Chinchwad,3900,5,5,2022,1,26366002
11595,Koregaon Park,529,1,1,2023,0,7071270
11596,Hinjewadi,1976,4,4,1999,1,11357176
11597,Kalyani Nagar,1533,3,2,2017,1,16622717
11598,Pimpri-Chinchwad,962,2,2,2026,1,7196985
11599,Koregaon Park,931,2,2,2020,1,12073251
11600,Pimpri-Chinchwad,3952,5,5,2006,1,23408178
11601,Viman Nagar,555,1,1,2019,0,4956395
11602,Pimpri-Chinchwad,4151,5,4,2010,1,25343322
11603,Kalyani Nagar,679,1,2,2024,1,7309608
11604,Koregaon Park,4038,5,4,2007,1,46199837
11605,Koregaon Park,953,2,2,2024,1,12729800
11606,Pimpri-Chinchwad,1642,3,3,2011,1,10710411
11607,Koregaon Park,1143,2,2,2012,0,13012771
11608,Koregaon Park,842,2,2,2004,1,10192598
11609,Viman Nagar,659,1,2,2007,0,5526884
11610,Koregaon Park,1506,3,2,1994,1,17160142
11611,Koregaon Park,1629,3,2,1990,1,16551106
11612,Hinjewadi,1986,4,4,2018,1,12218191
11613,Viman Nagar,960,2,2,2002,1,8072679
11614,Pimpri-Chinchwad,1236,3,2,2003,1,7662565
11615,Koregaon Park,2815,5,5,1994,1,31710158
11616,Hinjewadi,2211,4,4,1992,0,11522365
11617,Hinjewadi,922,2,2,2001,1,5062752
11618,Hinjewadi,732,1,2,1991,0,3525424
11619,Pimpri-Chinchwad,2515,4,4,1993,0,13670246
11620,Kalyani Nagar,1548,3,3,2018,1,16405540
11621,Viman Nagar,1017,2,2,2009,0,8757054
11622,Hinjewadi,2963,5,4,2012,1,16343686
11623,Koregaon Park,3207,5,4,2019,0,40261281
11624,Viman Nagar,3284,5,4,2025,1,27431533
11625,Koregaon Park,914,2,2,1996,0,10349212
11626,Pimpri-Chinchwad,2131,4,3,2011,1,13443282
11627,Pimpri-Chinchwad,940,2,2,2006,1,6406983
11628,Koregaon Park,1114,2,2,1990,0,11671115
11629,Viman Nagar,2428,4,4,2014,1,20727344
11630,Hinjewadi,840,2,2,1997,0,4718079
11631,Koregaon Park,518,1,2,2022,0,6970376
11632,Koregaon Park,1697,3,3,2025,0,21405994
11633,Koregaon Park,2052,4,3,1992,1,23144044
11634,Koregaon Park,2168,4,3,2018,1,27373356
11635,Hinjewadi,1030,2,2,2026,1,6509115
11636,Kalyani Nagar,2453,4,3,2011,1,24840176
11637,Viman Nagar,2533,4,4,2002,1,18897116
11638,Hinjewadi,1480,3,3,2005,1,8599384
11639,Pimpri-Chinchwad,1426,3,2,2008,0,8708138
11640,Kalyani Nagar,2249,4,4,2001,1,21932703
11641,Kalyani Nagar,841,2,2,1993,1,8166717
11642,Pimpri-Chinchwad,665,1,1,2009,0,4277141
11643,Koregaon Park,571,1,1,1998,0,6359135
11644,Viman Nagar,699,1,1,1995,0,4968620
11645,Hinjewadi,2256,4,3,2018,1,12724673
11646,Kalyani Nagar,1604,3,2,1994,1,14962885
11647,Kalyani Nagar,1043,2,2,1992,1,9842051
11648,Hinjewadi,1278,3,2,2007,0,7235483
11649,Hinjewadi,1355,3,2,2004,1,7682751
11650,Hinjewadi,2341,4,4,1998,1,12103213
11651,Hinjewadi,1696,3,2,1995,1,9088126
11652,Hinjewadi,2197,4,4,2014,1,13239190
11653,Hinjewadi,955,2,2,2004,1,5689113
11654,Kalyani Nagar,645,1,2,2008,0,6299776
11655,Viman Nagar,2006,4,3,2003,1,16488834
11656,Viman Nagar,538,1,1,1990,0,3789347
11657,Kalyani Nagar,825,2,2,2002,0,8519614
11658,Viman Nagar,3870,5,4,1994,1,27617742
11659,Koregaon Park,2791,5,4,1999,1,30694184
11660,Hinjewadi,1059,2,2,1999,1,6039301
11661,Kalyani Nagar,1864,4,4,2023,1,20297714
11662,Koregaon Park,1475,3,2,2008,1,17886924
11663,Koregaon Park,3373,5,5,2021,1,42993363
11664,Kalyani Nagar,1118,2,2,1997,1,10580632
11665,Pimpri-Chinchwad,879,2,2,2000,0,5399834
11666,Pimpri-Chinchwad,2749,5,4,1998,1,15916530
11667,Kalyani Nagar,1117,2,2,1993,1,10728388
11668,Koregaon Park,2152,4,3,1998,1,23852424
11669,Koregaon Park,1564,3,2,2019,0,18507489
11670,Pimpri-Chinchwad,900,2,2,2000,1,5856911
11671,Viman Nagar,1099,2,2,2009,0,9043168
11672,Pimpri-Chinchwad,995,2,2,2002,0,6336644
11673,Viman Nagar,3789,5,5,2020,1,32169359
11674,Pimpri-Chinchwad,2117,4,4,2025,1,14609637
11675,Kalyani Nagar,2786,5,5,2012,1,28456487
11676,Hinjewadi,1222,3,3,1999,1,7057623
11677,Pimpri-Chinchwad,2814,5,5,2017,1,18480858
11678,Pimpri-Chinchwad,1970,4,3,2022,1,13966893
11679,Koregaon Park,2155,4,3,1997,1,23965034
11680,Kalyani Nagar,1347,3,2,2001,1,12566400
11681,Viman Nagar,3125,5,5,2023,1,25995410
11682,Koregaon Park,659,1,1,2021,0,7995836
11683,Pimpri-Chinchwad,1575,3,2,2022,1,11218237
11684,Hinjewadi,2933,5,5,2015,1,17415617
11685,Hinjewadi,696,1,2,2016,0,3953531
11686,Kalyani Nagar,746,1,1,1997,1,7167409
11687,Hinjewadi,2291,4,3,1999,0,12379410
11688,Pimpri-Chinchwad,1102,2,2,2014,1,7583984
11689,Koregaon Park,828,2,2,2005,1,10037466
11690,Kalyani Nagar,1037,2,2,2018,0,10895720
11691,Viman Nagar,2031,4,4,2023,1,18043065
11692,Viman Nagar,2723,5,5,2022,1,25173564
11693,Viman Nagar,1462,3,3,1991,0,10668673
11694,Hinjewadi,544,1,1,2023,1,3443538
11695,Pimpri-Chinchwad,1078,2,2,2010,0,6849151
11696,Viman Nagar,857,2,2,2026,0,7764647
11697,Pimpri-Chinchwad,2375,4,3,1999,1,13451650
11698,Kalyani Nagar,858,2,2,2002,0,8106748
11699,Pimpri-Chinchwad,1279,3,2,2009,0,7921716
11700,Pimpri-Chinchwad,823,2,2,2017,0,5541991
11701,Pimpri-Chinchwad,960,2,2,1993,0,5425582
11702,Pimpri-Chinchwad,711,1,1,2023,1,5084521
11703,Kalyani Nagar,1023,2,2,2002,1,10193847
11704,Pimpri-Chinchwad,3599,5,4,1998,1,20051347
11705,Viman Nagar,686,1,2,2004,0,5285766
11706,Pimpri-Chinchwad,563,1,1,2006,0,3487849
11707,Koregaon Park,881,2,2,2010,1,10657161
11708,Hinjewadi,1039,2,2,2018,1,6134494
11709,Pimpri-Chinchwad,811,2,2,2026,1,6099248
11710,Viman Nagar,885,2,2,2011,0,7789393
11711,Koregaon Park,1143,2,2,1994,1,12394427
11712,Viman Nagar,567,1,2,1995,0,4556724
11713,Pimpri-Chinchwad,2267,4,3,2011,1,14806534
11714,Kalyani Nagar,727,1,2,1994,0,6452662
11715,Hinjewadi,4010,5,4,1991,1,19265981
11716,Pimpri-Chinchwad,1248,3,3,2005,1,8605302
11717,Koregaon Park,1504,3,3,1991,0,15717936
11718,Pimpri-Chinchwad,1270,3,3,2001,1,8327517
11719,Viman Nagar,1003,2,2,2002,0,7900425
11720,Kalyani Nagar,1978,4,3,1991,1,17363615
11721,Hinjewadi,1112,2,2,2007,1,6274121
11722,Viman Nagar,509,1,2,2001,0,3941248
11723,Kalyani Nagar,630,1,1,2000,1,6269715
11724,Pimpri-Chinchwad,1692,3,2,1991,0,9448111
11725,Hinjewadi,3255,5,4,2015,1,18629679
11726,Koregaon Park,1014,2,2,2023,1,13379901
11727,Viman Nagar,741,1,2,1994,0,5421846
11728,Viman Nagar,968,2,2,1994,0,7636904
11729,Koregaon Park,1022,2,2,2006,0,12321477
11730,Koregaon Park,1924,4,4,2022,0,25720854
11731,Hinjewadi,1214,3,3,2020,0,7732333
11732,Viman Nagar,976,2,2,2015,0,8156108
11733,Koregaon Park,1602,3,2,2015,1,19774064
11734,Pimpri-Chinchwad,1037,2,2,1999,1,6591879
11735,Pimpri-Chinchwad,1981,4,3,2009,1,12773207
11736,Koregaon Park,705,1,2,2007,0,8438576
11737,Koregaon Park,666,1,2,2009,0,8208537
11738,Koregaon Park,871,2,2,2003,0,9970292
11739,Koregaon Park,729,1,1,1992,0,7828467
11740,Koregaon Park,1403,3,2,1991,1,15587364
11741,Hinjewadi,1578,3,2,1996,0,8472763
11742,Pimpri-Chinchwad,528,1,1,2017,0,3362993
11743,Pimpri-Chinchwad,3988,5,5,2015,1,25479233
11744,Kalyani Nagar,2453,4,3,2016,1,24158827
11745,Kalyani Nagar,820,2,2,1990,0,7479016
11746,Kalyani Nagar,1094,2,2,2018,0,11600476
11747,Koregaon Park,2033,4,4,2004,0,23981712
11748,Pimpri-Chinchwad,3291,5,5,2007,1,21115440
11749,Koregaon Park,1806,4,3,2009,1,22130303
11750,Koregaon Park,1543,3,3,2025,1,20877232
11751,Viman Nagar,989,2,2,2022,0,8570761
11752,Pimpri-Chinchwad,585,1,1,2026,0,4070872
11753,Hinjewadi,1284,3,3,2009,1,7882235
11754,Pimpri-Chinchwad,1024,2,2,2019,1,7433271
11755,Hinjewadi,2713,5,5,2026,1,17324713
11756,Hinjewadi,3272,5,4,1996,1,16828649
11757,Kalyani Nagar,1052,2,2,2017,0,11113225
11758,Kalyani Nagar,2550,4,3,2007,1,26132954
11759,Kalyani Nagar,866,2,2,2005,1,9278717
11760,Viman Nagar,1447,3,2,1998,1,11742907
11761,Pimpri-Chinchwad,3914,5,4,2001,1,22717014
11762,Kalyani Nagar,2410,4,3,2020,1,25876094
11763,Viman Nagar,1305,3,2,2024,1,12125926
11764,Pimpri-Chinchwad,675,1,2,1996,1,4000996
11765,Hinjewadi,607,1,2,2025,0,3739768
11766,Hinjewadi,3216,5,5,2021,1,19313286
11767,Hinjewadi,3980,5,4,2016,1,21143808
11768,Pimpri-Chinchwad,4099,5,4,2010,1,25502911
11769,Kalyani Nagar,1460,3,2,2009,0,14110687
11770,Viman Nagar,3566,5,4,2007,0,28390081
11771,Koregaon Park,1300,3,3,2022,1,16763581
11772,Pimpri-Chinchwad,3476,5,4,1993,1,19917597
11773,Hinjewadi,1014,2,2,2012,0,5664765
11774,Pimpri-Chinchwad,733,1,2,2015,0,4683184
11775,Viman Nagar,2251,4,3,2006,1,18798793
11776,Koregaon Park,662,1,2,1993,0,7101481
11777,Pimpri-Chinchwad,1806,4,4,1999,1,11865039
11778,Viman Nagar,3415,5,4,2022,1,28220246
11779,Kalyani Nagar,1409,3,2,2006,1,14245592
11780,Viman Nagar,742,1,2,2016,0,6020979
11781,Pimpri-Chinchwad,707,1,1,2015,0,4607855
11782,Hinjewadi,2413,4,3,2003,1,13571534
11783,Pimpri-Chinchwad,533,1,2,2021,0,3617504
11784,Pimpri-Chinchwad,556,1,2,2005,0,3437755
11785,Kalyani Nagar,2512,4,4,1997,1,24002467
11786,Koregaon Park,2500,4,4,2016,1,30022212
11787,Kalyani Nagar,1972,4,3,1999,1,18601422
11788,Pimpri-Chinchwad,703,1,2,1990,1,4213549
11789,Kalyani Nagar,713,1,2,1991,0,6551280
11790,Koregaon Park,3814,5,5,2010,1,46523863
11791,Viman Nagar,1688,3,3,1997,0,13096161
11792,Kalyani Nagar,1004,2,2,2016,0,10615272
11793,Koregaon Park,1554,3,2,2026,1,19462254
11794,Pimpri-Chinchwad,1201,3,3,1995,0,7642579
11795,Pimpri-Chinchwad,821,2,2,1995,0,5047277
11796,Viman Nagar,3096,5,5,1991,1,23114566
11797,Pimpri-Chinchwad,1250,3,2,2013,1,8169074
11798,Koregaon Park,1611,3,2,2012,1,20138404
11799,Viman Nagar,1074,2,2,2010,1,9004040
11800,Hinjewadi,3203,5,4,2010,1,18470347
11801,Pimpri-Chinchwad,1376,3,3,2012,1,9506774
11802,Viman Nagar,645,1,2,2008,1,5780694
11803,Viman Nagar,818,2,2,1994,1,6661071
11804,Kalyani Nagar,1126,2,2,1996,1,11159288
11805,Viman Nagar,1416,3,3,2019,1,12080749
11806,Kalyani Nagar,2967,5,5,2014,1,30058555
11807,Hinjewadi,994,2,2,2022,0,6132733
11808,Pimpri-Chinchwad,3838,5,5,1992,1,21301231
11809,Viman Nagar,1235,3,3,2009,1,10128037
11810,Pimpri-Chinchwad,635,1,1,1991,0,3618292
11811,Koregaon Park,504,1,2,2014,0,6537416
11812,Kalyani Nagar,730,1,2,2016,0,7876925
11813,Koregaon Park,1092,2,2,2007,1,13473821
11814,Hinjewadi,1402,3,3,2011,1,8688193
11815,Viman Nagar,3811,5,4,2011,1,30184169
11816,Koregaon Park,2341,4,4,1997,1,25223525
11817,Kalyani Nagar,1007,2,2,2024,1,11525294
11818,Kalyani Nagar,547,1,2,2010,0,5840814
11819,Hinjewadi,958,2,2,2002,1,5460806
11820,Hinjewadi,881,2,2,1996,0,4952699
11821,Kalyani Nagar,2924,5,5,2014,1,29173079
11822,Viman Nagar,1279,3,3,2022,1,11912438
11823,Pimpri-Chinchwad,2044,4,4,2007,1,13246103
11824,Kalyani Nagar,649,1,1,2026,1,7313083
11825,Koregaon Park,992,2,2,2016,0,12096729
11826,Hinjewadi,1031,2,2,1990,0,5371899
11827,Kalyani Nagar,1038,2,2,2022,1,11031408
11828,Viman Nagar,1561,3,2,2020,1,13982626
11829,Hinjewadi,3058,5,5,2009,1,16219923
11830,Hinjewadi,1876,4,4,2018,1,11419521
11831,Hinjewadi,3537,5,5,2020,1,20777942
11832,Hinjewadi,920,2,2,1992,1,4887657
11833,Pimpri-Chinchwad,723,1,2,1993,1,4450876
11834,Hinjewadi,953,2,2,2024,1,6059836
11835,Koregaon Park,726,1,2,2013,1,9023281
11836,Viman Nagar,664,1,2,2016,0,5573394
11837,Pimpri-Chinchwad,866,2,2,2025,1,6456334
11838,Pimpri-Chinchwad,2089,4,4,1994,1,12046234
11839,Hinjewadi,2274,4,4,1995,1,11519684
11840,Viman Nagar,674,1,1,2019,0,5901161
11841,Viman Nagar,3640,5,4,2019,1,30579198
11842,Viman Nagar,968,2,2,2011,1,8236744
11843,Kalyani Nagar,1452,3,2,2024,1,15438381
11844,Pimpri-Chinchwad,2123,4,4,2018,1,14764471
11845,Kalyani Nagar,513,1,2,1996,0,4679743
11846,Pimpri-Chinchwad,1993,4,4,2016,0,13622973
11847,Koregaon Park,1219,3,3,2006,1,14523616
11848,Kalyani Nagar,1696,3,3,2001,1,16227854
11849,Koregaon Park,593,1,2,1998,0,6741730
11850,Pimpri-Chinchwad,596,1,1,2023,1,4063888
11851,Kalyani Nagar,865,2,2,2010,0,8810023
11852,Hinjewadi,973,2,2,1991,1,4958331
11853,Kalyani Nagar,2265,4,4,2023,1,24989941
11854,Hinjewadi,600,1,2,2004,1,3514649
11855,Pimpri-Chinchwad,3045,5,5,1997,0,17111427
11856,Koregaon Park,4017,5,5,2012,1,49476350
11857,Hinjewadi,1934,4,4,2014,1,11138447
11858,Koregaon Park,1918,4,3,1998,1,22556928
11859,Viman Nagar,1442,3,2,2012,1,11674660
11860,Pimpri-Chinchwad,3753,5,5,2001,1,23136098
11861,Koregaon Park,2444,4,4,2023,1,32533625
11862,Kalyani Nagar,1298,3,3,1999,0,13076315
11863,Koregaon Park,1077,2,2,2017,0,13450211
11864,Viman Nagar,3790,5,5,2012,1,32200667
11865,Hinjewadi,526,1,2,2006,0,2998856
11866,Hinjewadi,3455,5,4,1993,1,17917465
11867,Koregaon Park,2341,4,3,1999,0,25165007
